Pais,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
Comoros,923114,823479,882625,846186,785948,702052,742545,833405,892903,1030215,1052372,963906
Cook Islands,956189,932702,921772,816393,667482,646261,703737,795028,942787,947964,917680,943450
Costa Rica,720319,811415,897348,865252,724069,644118,620508,704896,659841,525902,560521,584348
Cote d'Ivoire,829512,818178,846838,829820,785791,700443,629342,615738,689279,728494,745947,810051
Croatia,225144,391785,571363,821762,952023,974427,947726,942455,708205,447529,290182,197368
Cuba,633873,784690,933452,1015681,1031641,920999,964775,944189,881904,659479,678643,597792
Curacao/Netherlands Antilles,758260,846543,905617,895613,859770,902571,1003285,972641,941756,799340,705481,680015
Cyprus,425007,570129,795985,912191,1063809,1168860,1170459,1067402,873449,668803,475585,408853
Czech Republic,141115,291843,506787,701025,870348,830787,702813,693350,523978,314260,197691,108389
Democratic People's Republic of Korea,415230,523291,761983,825639,830462,776228,579858,607819,648839,564447,315952,339570
Democratic Republic of the Congo,801537,831864,846049,818180,798558,757346,794629,803384,807600,772252,766840,781295
Denmark,90628,165975,393112,697262,827170,914111,716690,628970,427667,247645,93672,56146
Djibouti,794418,876052,993865,1063514,971965,868590,881826,892004,916405,946711,819563,830180
Dominica,749022,857459,947390,912112,877168,954275,880126,857393,875563,839439,700088,636514
Dominican Republic,705569,790941,911671,986538,886049,840789,866433,866632,871542,756991,680822,642333
Ecuador,724795,690108,758063,673613,646274,602193,605235,718233,750212,760558,767105,695873
Egypt,662619,795690,990774,1104782,1178841,1216373,1191684,1121828,1000780,846133,709599,631062
El Salvador,814069,884939,967708,939014,890672,786565,847676,830241,783779,647430,828662,791140
Equatorial Guinea,708873,696155,740038,761429,676333,588953,570737,600718,631915,594111,651176,669109
Eritrea,756222,891675,942904,1064577,1017943,956746,902562,866930,906073,941141,799453,783030
Estonia,52842,187636,411939,625764,796979,932348,808371,620867,382113,191317,62985,32342
Ethiopia,909734,1008478,1005649,985916,841800,760627,741380,763570,848154,865042,797867,896883
Faeroe Islands,34605,109649,295681,517169,747456,746401,664227,538272,349154,146422,46542,17432
Falkland Islands (Malvinas),990494,798927,564895,316087,143544,106577,112760,245801,442988,779514,963547,1110883
Fiji,839308,874575,850014,741172,619751,585282,610749,669075,796786,884030,838814,951558
Finland,21267,111939,340588,559510,734453,827306,711327,497416,257998,119064,27877,8772
France,196893,304368,534951,837859,954518,857514,834419,783693,607342,411784,237612,145934
French Guiana,640793,624106,645884,698873,573953,662683,707344,880447,899198,816466,771712,737638
French Polynesia,1031824,1006250,954932,847215,688948,636413,655075,791875,920721,963349,998701,1065180
French Southern Territories,838711,661696,512205,359044,238396,188414,209558,313278,486068,717481,882947,853592
Gabon,700014,730788,769242,747042,672978,548277,591077,599870,642221,640078,661334,649485
Gambia,790683,940342,1037117,1072568,1070990,930172,803460,672685,740963,873092,869321,821580
Georgia,731250,956596,1291250,1588477,1824024,1902386,1863139,1730701,1330289,1101147,800436,662100
Germany,120322,244325,481070,734657,869417,810495,682087,652306,496492,318655,185369,81959
Ghana,869924,823344,899522,885792,814740,715590,657349,624518,725837,745448,812083,852756
Greece,333019,431138,660030,838828,996978,1114425,1144136,1017957,823012,535693,397972,300993
Greenland,6311,48054,250701,643659,1057955,1263878,1085690,732017,345219,96053,13367,2175
Grenada,782918,832167,924666,930918,924847,868260,846079,892767,889401,786227,683527,719778
Guadeloupe,739297,836124,951064,935898,887276,959016,898277,863231,862731,845426,706463,636275
Guam,724407,842587,920394,920497,968769,934188,824341,744679,728731,727556,774549,743092
Guatemala,687573,753014,886015,951779,943039,776661,769088,817469,725690,595529,671361,605521
Guernsey,134747,243573,506112,815734,948417,886625,912943,747869,552021,333488,193942,112380
Guinea,852001,927456,945617,945601,863984,754715,676936,632573,725638,794343,789084,861181
Guinea-Bissau,816206,934445,1028694,1045198,1030888,785756,706573,625836,709828,801319,832875,837541
Guyana,672968,669439,642315,777409,554772,640033,701429,802536,856657,747436,730897,685799
Haiti,740274,836970,969185,1037543,949578,902035,983084,958560,920341,765516,758678,710901
Heard Island and McDonald Islands,767463,599278,450717,234391,138085,77429,108058,203116,363376,639632,749546,830385
Honduras,663603,760575,893826,967803,906143,806165,782197,871573,807152,595819,645908,580721
Hong Kong (China),531010,566890,600410,859211,822666,820352,848432,927503,740239,665050,537939,529397
Hungary,182753,332601,531606,755638,912129,904412,806388,860508,647074,393113,247172,133636
Iceland,14623,94690,290846,522772,683297,786889,673796,520399,300597,124084,26752,5240
India,718106,807364,960666,995273,1012522,773760,638626,568755,653998,771887,698879,657586
Indonesia,714535,777937,725647,725003,698927,675825,731829,771419,787269,807080,755555,670843
Iraq,482120,646296,873573,997574,1119721,1194889,1168229,1109184,936952,737314,566702,496893
Ireland,112468,202115,414764,636951,701692,779620,653282,573254,382601,192031,128095,75794
Islamic Republic of Iran,518034,650354,850549,1003299,1100593,1165427,1133155,1045802,924228,745103,539949,529280
Isle of Man,120073,197520,417357,685275,760185,907491,902249,656588,449038,208360,130093,77519
Israel,502264,599503,844560,964227,1095457,1176476,1166490,1066820,910551,722833,549946,489948
Italy,280807,422518,599205,849402,983741,1004208,1006916,957688,711470,501780,317100,252244
Jamaica,710729,804181,928087,1015003,957386,864656,924730,956965,921470,767588,748411,678057
Japan,374680,490731,685039,806240,740136,729898,793480,744918,603462,502267,358883,308504
Jersey,144157,254637,503976,825917,942924,858920,898116,743157,543893,342773,198741,113609
Jordan,542077,664128,911563,1054295,1156028,1233059,1208958,1132560,969594,782270,610606,535526
Kazakhstan,248650,378082,615653,794514,946108,970738,1018757,854855,658573,380175,219037,179733
Kenya,993794,1053593,1007755,932281,860280,771608,789040,801854,894703,834602,784144,897356
Kiribati,965614,1026626,1004725,935056,864587,809960,838132,926657,956863,1015080,991711,943508
Korea,411562,526071,781544,853842,802189,802926,654138,594671,675972,571252,347039,348543
Kosovo,283456,407407,597266,787619,825941,977572,970664,940626,721240,483481,374853,232604
Kuwait,542880,716160,896993,986925,1099492,1171267,1126205,1106881,955837,805081,594311,589052
Kyrgyzstan,400557,510737,769030,1000646,1001919,1031965,1070948,935840,778049,531114,353567,339406
Lao People's Democratic Republic,600229,740948,707986,817221,705105,635066,644000,621811,498105,594855,654673,587528
Latvia,65784,215746,429047,638991,774106,888019,776896,609961,411493,207405,76816,41078
Lebanon,435541,529037,807354,884738,1050623,1177107,1182459,1075647,878061,690849,499537,434345
Lesotho,914626,945619,846955,614329,552461,522723,588847,733115,940099,1054568,1156676,1101693
Liberia,727271,749877,737293,743523,702859,617972,538437,565844,597066,649678,674516,708825
Libya,654850,756620,939799,1084413,1128767,1176903,1187653,1116815,999657,796921,695089,611292
Lithuania,79032,225557,421727,615675,757122,883360,727496,618208,437158,230464,92568,50246
Luxembourg,122475,222811,523182,751887,907035,786540,738566,648973,506236,315498,183982,82336
Madagascar,893593,803266,837751,776658,683698,632614,653923,716642,898655,973560,1038349,1004070
Malawi,841083,777032,790117,770366,758124,747358,750679,866310,996375,1030277,969422,920924
Malaysia,603555,743810,693474,784230,759087,744414,797327,785815,780997,741861,653688,602855
Maldives,881769,982753,1013556,902961,815173,875587,842361,850909,888864,829959,749140,784507
Mali,798711,920012,1016341,1094651,1075130,1057779,1027391,972720,991922,928155,864074,800895
Malta,417965,521836,765612,951487,1058356,1134346,1139754,1042571,811313,572295,377444,353456
Marshall Islands,803770,832066,888123,991565,845704,872568,814606,808904,857999,798256,697550,773573
Martinique,767516,878473,955731,917604,898008,947947,880946,854203,884913,843379,703241,673174
Mauritania,742597,913706,1029672,1120835,1115329,1138330,1119768,1048834,1033687,905278,823946,723718
Mauritius,1014137,958512,919528,825107,709584,629943,611574,726383,874999,1010224,1075526,1057406
Mayotte,905325,850665,888308,866158,798722,712894,759525,862393,929540,1018281,1059151,1005566
Mexico,683394,819608,986443,1113115,1141672,1055231,933760,952463,876283,794791,692875,615398
Micronesia (Federated States of),782787,807659,849980,876244,753538,710312,737663,768611,778153,807368,712216,720117
Mongolia,311887,465131,718347,898842,1018431,978976,967382,885573,736131,510732,325251,251799
Montenegro,280909,419987,598836,814153,841206,992301,940858,919107,720800,483225,363654,214760
Montserrat,740848,840934,965565,970448,919987,958357,919657,879652,860013,861398,708194,649663
Morocco,539110,724414,858919,990620,997375,1139971,1152739,1031953,934400,722250,551818,520220
Mozambique,859011,861380,825424,713669,696458,671787,656996,771373,914038,956763,977327,954522
Myanmar,681033,840206,830280,880213,734699,547039,583261,521066,544913,628260,712375,615983
Namibia,969987,980747,842548,795826,735578,690744,721232,850229,1021781,1158902,1173272,1140997
Nauru,982919,1016584,1025153,938291,846622,812756,836752,927348,909795,1034873,1025221,941425
Nepal,637387,754753,919111,1011802,959921,778459,553554,574185,638885,734197,585338,550385
Netherlands,100754,187595,449038,732291,827389,792744,692068,610905,455161,288042,153244,79505
New Caledonia,845216,924029,864504,571485,542080,516683,527874,645222,820014,956470,1020327,842016
New Zealand,922084,794984,638023,436380,275174,218987,275677,404354,612087,699469,904625,880567
Nicaragua,660747,745112,884041,925743,809580,681224,678920,796398,724480,614437,653691,599694
Niger,846994,899057,1053749,1130521,1142449,1107116,1082390,1034693,1030741,959438,901548,824101
Nigeria,918016,874164,1001506,954992,835533,776421,753082,655605,745356,794375,898424,890033
Niue,835618,896123,876790,803322,631008,538958,634878,695851,850026,904328,850614,996143
Norfolk Island,960600,992381,760219,560618,494825,374757,468794,509494,762949,921378,1048780,921972
Northern Mariana Islands,628208,752412,876055,891534,1032941,1003698,869770,752788,728001,775481,751422,700462
Norway,27686,113222,308607,546993,706732,696394,635344,503855,284848,132593,36616,13918
Oman,754809,895397,1040518,1093322,1114151,1081746,991690,944064,935968,897719,707427,749072
Pakistan,613679,674347,909560,1046334,1156514,1118129,974498,851408,785681,782670,616734,583554
Palau,753021,764154,818375,865157,728008,646355,659343,781572,739564,821485,759672,665820
Panama,721811,833089,858249,804580,699338,640241,630680,694373,666380,564924,535812,581587
Papua New Guinea,815433,782138,749062,692712,613717,501730,525487,596041,639686,794816,790635,696187
Paraguay,975180,730253,750178,651940,554186,448804,445332,620362,829716,882773,975433,1009106
People's Republic of China,451988,576235,755040,910031,949477,922323,892021,851951,708343,591889,454305,402093
Peru,793140,732533,735196,709646,699567,665541,708410,808150,854282,874376,874945,781322
Philippines,569284,698777,731081,887301,772568,722057,733013,764240,753185,749467,667346,582495
Plurinational State of Bolivia,837799,720529,750332,724763,695211,627168,658668,757504,902045,923894,960504,874160
Poland,104527,238049,458950,667901,822716,860134,618008,691800,503499,282663,159723,81568
Portugal,321740,481716,648464,865924,962929,1138655,1124000,963654,790127,611352,337126,310134
Puerto Rico,704506,822172,938263,1004969,866802,878925,905460,878354,879067,838393,688633,681009
Qatar,596160,795145,914115,981267,1136945,1133405,1081568,1066543,968861,849666,672472,648154
Republic of Moldova,164627,293400,528535,662222,871337,891355,910059,853900,619586,393961,203140,133713
Republic of North Macedonia,292970,401319,622265,779804,864431,1003888,1020442,957387,736181,502010,370532,258531
Republic of the Congo,785822,784854,822548,782462,736779,646618,699516,693625,711688,698871,723073,726033
Reunion,1061128,954872,913074,768762,650625,591727,598483,703970,893050,980301,1072965,1089230
Romania,206580,344448,556080,720911,871907,902249,890946,863316,660851,412593,275129,171200
Russian Federation,77464,191171,404988,637151,848957,846120,766736,572425,374729,189946,90139,50108
Rwanda,789804,888391,819535,779823,755605,743160,829450,733111,752999,757285,731679,774780
Saint Helena,976466,888812,823272,645589,496054,420854,456900,533396,678697,796704,956221,945149
Saint Kitts and Nevis,728292,834811,956573,977891,900240,937388,907127,861677,854580,860609,702782,656931
Saint Lucia,778769,863679,944162,917027,920525,918415,865757,852868,878526,825272,688757,696506
Saint Pierre and Miquelon,172794,295370,523477,661567,609693,633465,723931,706076,586033,332267,244370,140867
Saint Vincent and the Grenadines,777030,847726,929019,916857,921173,876006,841788,864972,885179,805286,687614,719391
Saint-Barthelemy,715748,818187,952231,985900,883921,929389,898699,883703,847484,865738,699286,650656
Sao Tome and Principe,755070,789998,815956,831047,866288,730660,754015,764549,782288,737338,767412,768593
Saudi Arabia,640048,832049,965038,1068207,1147319,1141547,1101618,1069582,984462,889709,731693,696908
Senegal,794878,934127,1042904,1085395,1078579,984803,898703,740957,839067,902514,867268,799480
Serbia,236832,358668,572921,762324,843967,930202,903069,907239,703166,430947,320203,204963
Seychelles,888142,920932,906405,892894,860425,798214,774739,827096,923425,882694,896769,952340
Sierra Leone,815997,879209,830478,827066,674711,620123,558784,546579,618592,683704,656612,800939
Singapore,624121,872101,775436,850122,750607,694917,790823,776653,796921,728310,637826,600907
Sint Maarten (Dutch part),714783,820026,948950,986532,870828,925653,897269,886855,852498,865241,701455,655776
Slovak Republic,158152,307248,518819,712140,876953,834870,704558,771578,601126,342368,230667,108145
Slovenia,199886,353061,519827,786396,924534,861185,834663,858159,628643,394153,264433,158085
Solomon Islands,867176,824218,858004,785684,697416,650666,673712,688755,853918,827683,852193,865497
Somalia,969692,1049743,1090491,1015071,833117,794382,772221,850183,912902,853549,837473,906688
South Africa,989932,990665,866045,653980,554907,503856,549008,686650,899814,1027003,1105137,1105325
South Georgia and the South Sandwich Islands,727516,559238,394910,231444,103231,58296,81046,171855,359056,574784,713312,815353
South Sudan,919086,967089,974266,930059,846284,809161,809979,783268,836978,855682,897502,877472
Spain,329480,504754,629590,883902,983468,1083750,1077772,983630,808039,594887,341957,315160
Spratly Islands,545296,817596,741070,967599,851555,753297,755512,869145,722591,764468,662761,539934
Sri Lanka,556389,685859,911389,851127,919535,878607,820281,828852,873329,758945,659724,630476
State of Palestine,467067,557966,817241,921911,1076689,1171894,1168866,1061012,893501,703135,524349,481592
Sudan,866661,958719,1087154,1144355,1103313,1064847,1009418,964009,965156,935906,903882,833400
Suriname,687683,657082,651854,748490,606317,680594,737259,870363,905635,795777,799919,777902
Svalbard and Jan Mayen Islands,5.267,2687,115405,408620,815081,981377,691419,427363,124830,18444,33.66,-1.25
Swaziland,791219,919875,857613,591029,602877,566400,524032,619064,767641,835873,801063,865259
Sweden,40864,129541,370094,608580,759803,803935,678712,507911,305402,171050,47886,20276
Switzerland,,,,,,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,
Thailand,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,
Togo,,,,,,,,,,,,
Tokelau,,,,,,,,,,,,
Tonga,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,
Turkey,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,
Uganda,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,
United Arab Emirates,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,
United Republic of Tanzania,,,,,,,,,,,,
United States,,,,,,,,,,,,
United States Minor Outlying Islands,,,,,,,,,,,,
United States Virgin Islands,,,,,,,,,,,,
Uruguay,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,
Viet Nam,,,,,,,,,,,,
Wallis and Futuna Islands,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,
Western Samoa,,,,,,,,,,,,
Yemen,,,,,,,,,,,,
Zambia,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,
Mordovia,101142,263443,452156,670598,798565,802682,951603,717497,344619,201447,103275,56757
